file_name,bounding_box_volume,aspect_ratio,convex_hull_volume,sphericity,symmetry_deviation
17817_Ranunculus%20repens%20-%20Buttercup_NIH3D.stl,20234.524132513117,1.0692523060816814,10763.02252916569,0.5631617090153956,15.736005758858793
17818_Bellis%20perennis%20-%20Common%20daisy_NIH3D.stl,33033.86792223326,1.075898004139001,15531.169789329353,0.47407109765027405,12.17195100828101
17819_brassica_napus_NIH3D.stl,16941.141785333366,1.0358340156157695,8728.65888758117,0.8530882697153295,16.79808093580338
17820_Prunus%20avium%20-%20Sweet%20cherry_NIH3D.stl,33365.02832653704,2.127652016685504,18270.79704056495,0.8123156929660726,21.863698086841232
17821_Allium%20ursinum%20-%20Wild%20garlic_NIH3D.stl,16017.792296254363,1.5045810828995623,7646.118218574702,0.3606887602858275,15.285700116054892
17822_Prunus%20serrulata%20-%20Cherry%20blossom_NIH3D.stl,44691.00399364141,1.9065021653830039,21662.280844387187,0.44383066516769554,21.054201571833225
17823_Typhya%20latifolia%20-%20Common%20bulrush_NIH3D.stl,23269.372842791352,1.561896729356172,13458.043862027984,0.5370030461158136,16.76628541746872
17824_Lamium%20galeobdolon%20-%20Yellow%20archangel_NIH3D.stl,4891.532031520336,1.481212189009209,2478.303369796731,0.3647654270904416,7.197076251748115
17826_Ranunculus%20repens%20-%20Buttercup_NIH3D.stl,20234.524132513117,1.0692523060816814,10763.02252916569,0.5631617090153956,15.736005758858793
17827_Taraxacum%20officinale%20-%20Dandelion_NIH3D.stl,27194.48620977483,1.133885480565153,12781.787747875806,0.6414954631541971,14.382299137336847
17829_Rhododendron-Rhododendron_NIH3D.stl,152776.92488259648,1.3047465349009857,76293.56252198976,0.4913953611758775,27.162419590444596
17830_Impatiens%20walleriana%20-%20Busy%20lizzie_NIH3D.stl,19397.783888733047,1.5551466826831088,9132.653664326936,0.8951606840822321,16.54246226238049
17831_Ilex%20aquifolium%20-%20Common%20holly_NIH3D.stl,78135.74174079097,1.234619960277865,37046.44806394402,0.4304485273111728,19.894034017629505
17832_Hedera%20helix%20-%20Common%20ivy_NIH3D.stl,70922.6633465521,1.1390974279631205,32822.01249088518,0.2917723464308341,17.304742966729968
17833_Nymphaea%20alba%20-%20European%20white%20water%20lily_NIH3D.stl,71665.76786580234,1.7956911086325151,35037.66771096349,0.36842556226973305,21.12004141033144
17842_Corylus%20avellana%20-%20Common%20hazel_NIH3D.stl,80202.08797667775,1.146845886486553,40934.430231365914,0.2766802718437575,22.583489920524904
17843_Potamogeton%20lucens%20-%20Pondweed_NIH3D.stl,78616.41223976012,2.3973079679352893,41999.634861511724,0.2896651621217766,27.934463070740275
17844_Pinus%20sylvestris%20-%20Scots%20pine_NIH3D.stl,125150.97951652273,1.30188056598804,60756.716411078894,0.21780139720756755,22.219096369580864
17845_narcissus_sp-daffodil_NIH3D.stl,90468.69520407051,1.533722641694014,46265.48741785411,0.30928683101756965,23.030360813317774
17846_Polypodium%20vulgare%20-%20Common%20fern_NIH3D.stl,422970.20656551176,1.3718444826860339,216261.5340205274,0.36403944324797705,30.41795345062618
17878_alnus_sp-alder-pentaporate_NIH3D.stl,6496.2320520661115,1.1050703397585666,2970.8245068657166,0.42557483692985054,17.467412626734667
17879_Hedera%20helix%20-%20Common%20ivy_NIH3D.stl,70922.6633465521,1.1390974279631205,32822.01249088518,0.2917723464308341,17.304742966729968
17880_Helianthus%20annuus_NIH3D.stl,48833.375746971695,1.0924781050258787,24762.304924221968,0.6230188591200276,15.871848105834205
17881_Hyacinthoides%20non-scripta_NIH3D.stl,49837.75908828771,2.511908773235191,25444.814699674807,0.3867421561471168,23.082002835473975
17882_Nelumbo%20nucifera_NIH3D.stl,99737.25944367853,1.6986163750969767,34542.616449294095,0.3241328106386737,25.16862882186936
17883_Oenothera%20fruticosa_NIH3D.stl,1425864.6487562968,1.4645999202525597,533541.5819580453,0.5338856834110817,50.09231691485482
17884_Spathiphyllum%20cannifolium_NIH3D.stl,20162.304550533925,1.0860383194567904,11453.369799763064,0.3129210953204908,11.126909707687686
17885_Sphagnum%20sp_NIH3D.stl,49492.26144337645,1.9451476676189046,23857.26233358988,0.4623936817679334,21.56360774009931
17886_Triticum%20aestivum_NIH3D.stl,135103.71021661078,1.1471477001890988,71457.76528003388,0.5126382089358928,21.289666604033798
17899_Malus%20sp_NIH3D.stl,36657.31177011382,1.7275402555546944,16497.376186621528,0.8844806737017183,20.426196686493892
17900_Germinating%20lily%20pollen_NIH3D.stl,1270910.6322487714,4.085722571817101,587481.6126903653,0.23824970832242937,58.18881037037649
17915_Lavandula%20sp_NIH3D.stl,21297.717447540675,1.1042188257822598,11185.073588027735,0.45751898715005024,23.254149787486828
18227_Ambrosia%20sp_NIH3D.stl,14071.029163766576,1.3818015728047088,5431.812434321362,0.6031782061028325,13.544418385590228
20057_Peruvian_lily-Alstroemeria_sp_NIH3D.stl,96661.3993000708,2.6501763688456546,34743.86441479901,0.6369845341899091,31.91968335702821
20074_typha_latifolia-bulrush-linear_NIH3D.stl,31536.269234972016,2.1669490459260197,15047.909539147871,0.24968338251328795,24.83423235746317
20076_thlaspi_arvense_2_NIH3D.stl,11857.182804830882,2.3321625381532476,6508.689530599955,0.33296386974686654,13.092323589819188
20088_typha_latifolia-bulrush-tetrahedral_NIH3D.stl,31555.75494189917,1.1205843103304023,15476.062530279098,0.2707400873632941,21.88167150505374
20096_ambrosia_sp-ragweed_NIH3D.stl,6746.051624577816,1.0484144745888593,3524.582615397679,0.4033025496761315,16.893094699091854
20098_alnus_sp-alder-tetraporate_NIH3D.stl,5591.306407188322,1.4302687905660385,2748.997643123389,0.8452715027109052,17.752185207257565
20099_typha_latifolia-rhombohedral_tetrad_NIH3D.stl,36464.65516123135,1.566252798552648,16998.28863862152,0.3592335968158312,20.693736889731788
20468_juniperis_communis_NIH3D.stl,34832.437148999474,1.2892728046460344,13475.952368742159,0.2034824749166904,17.145095415433087
20469_holcus_lanatus_NIH3D.stl,16513.080722128114,1.6443148898242208,9424.549920780537,0.22728001610680468,17.6763210233737
20470_buxus_sempervirens_NIH3D.stl,42890.23146272678,1.163356329332372,23630.580369128762,0.2289537311418203,21.732690596904035
20471_atriplex_hastata_NIH3D.stl,12467.143010667902,1.0479507623822775,6585.566623251026,0.2811094869924167,13.400205582938716
20473_Nymphaea%20alba%20-%20European%20white%20water%20lily_NIH3D.stl,71665.76786580234,1.7956911086325151,35037.66771096349,0.36842556226973305,21.12004141033144
20605_acer_campestre_NIH3D.stl,25572.47254871125,1.4146615185626696,13165.411690176628,0.33316022503098375,15.251662789638388
20606_aegopodium_podagraria_NIH3D.stl,16678.047895117186,2.0537627260272178,8322.961058507733,0.3625845558077837,19.09408318341472
20607_aphanes_arvensis_NIH3D.stl,33657.05552723333,1.6641543020615022,17302.768016211183,0.44104212169522955,22.438789099356946
20608_arenaria_serpyllifolia_NIH3D.stl,59275.077222638094,1.1149539805722097,30564.467942341762,0.3083003309160422,26.873535278781667
20609_artemisia_absinthium_NIH3D.stl,19474.005367095415,1.621108447867843,11570.74330221984,0.3667962554481025,16.572389813132236
20610_atriplex_hastata_NIH3D.stl,12467.143010667902,1.0479507623822775,6585.566623251026,0.2811094869924167,13.400205582938716
20611_ambrosia_sp-ragweed_NIH3D.stl,6746.051624577816,1.0484144745888593,3524.582615397679,0.4033025496761315,16.893094699091854
20621_Peruvian_lily-Alstroemeria_sp_NIH3D.stl,96661.3993000708,2.6501763688456546,34743.86441479901,0.6369845341899091,31.91968335702821
20700_heracleum_sphondylium_NIH3D.stl,40311.592513217445,2.239370312883644,19726.608918251815,0.30352698265543926,26.476335520936
20701_paris_quadrifolia_NIH3D.stl,75277.15847182248,2.0108180767039254,26573.6480094648,0.4208216662305702,22.603379914940785
20702_pedicularis_sylvatica_a_NIH3D.stl,39678.36099560518,1.0712012204439698,20371.073231163577,0.2891004895374059,22.50011058955487
20703_larix_decidua_1_NIH3D.stl,641879.9559884565,1.7541252871162984,298637.7738924928,0.27244985758748197,65.31408199883516
20704_pedicularis_sylvatica_b_NIH3D.stl,31166.796865286095,1.8187719387904062,13261.336618816926,0.7452325405907766,22.443200683979928
20705_polygala_serpyllifolia_b_NIH3D.stl,34819.5216262774,1.6524138545443805,14470.892618856991,0.4391191884331288,24.57471090146796
20706_potentilla_reptans_NIH3D.stl,20498.777391933752,1.1367149896273157,9378.925753959118,0.328809896882552,19.53588733503894
20707_primula_vulgaris_NIH3D.stl,6979.743963711081,1.8553599059047279,3125.0430454329808,0.2895792289630222,12.304931852891908
20708_phyteuma_tenerum_NIH3D.stl,24752.51839779166,2.102745179255434,15213.844112310066,0.3043209079829473,20.51887312263961
20709_pyrola_rotundifolia_NIH3D.stl,84327.63168426906,1.1196252048757027,42555.25624438637,0.27446885298605633,24.687818467295315
20710_tilia_platyphyllos_NIH3D.stl,47967.80678880742,2.7334679769950028,29914.00453498404,0.30285628967387307,30.494016605525896
20734_urtica_dioica_NIH3D.stl,7129.215154004325,1.2924710799623709,3439.415069418346,0.2977936655629292,14.80683444562414
20852_agrostis_stolonifera_NIH3D.stl,30232.516483384494,1.1888631436297323,17331.32111986715,0.24273766582278322,23.537049302407766
20853_artemisia_vulgaris_NIH3D.stl,15657.198768507038,1.9101079212504468,8189.2223285839445,0.5855447020240651,22.62773330792266
20854_castanea_sativa_NIH3D.stl,4868.376871810833,1.0321360311501608,2577.241985172802,0.37109322309337744,6.518746877730436
20855_galium_verum_1_NIH3D.stl,12274.168361926744,1.8001969500919859,6915.421652205258,0.3493408873193499,34.902065142897335
20856_galium_verum_2_NIH3D.stl,8825.99651853906,1.5289789379682976,5165.720778171817,0.3898718633015941,10.223701852644304
20857_humulus_lupulus_NIH3D.stl,20174.135132885265,1.1452881238985229,10533.71014257269,0.2443404938706462,35.12852183568118
20858_larix_decidua_1_NIH3D.stl,641879.9559884565,1.7541252871162984,298637.7738924928,0.27244985758748197,65.31408199883516
20859_larix_decidua_2_NIH3D.stl,656214.1425722927,1.7928891486957657,287802.53164311656,0.22456990145706313,79.78838665392549
20860_leontodon_saxatilis_NIH3D.stl,38596.35400856771,1.5478557259437735,21349.941057674805,0.41675794865747806,23.208382144576824
20861_origanum_vulgare_NIH3D.stl,46827.32348396068,1.3471734007455196,23069.426091490153,0.2960090887570876,22.021165435687273
20862_polygala_serpyllifolia_a_NIH3D.stl,139396.81276050507,1.2082059430987013,58525.00275514834,0.2764834411846476,34.587520843377106
20932_bromus_ramosus_NIH3D.stl,33169.75786605329,2.2834453306942066,18699.932536973687,0.4367133153080686,21.11994985242629
20933_thalictrum_flavum_NIH3D.stl,8518.695775684482,1.2734355589336233,4828.445258114565,0.3835778553688665,18.317245099888197
20934_taxus_baccata_NIH3D.stl,37416.85325599207,1.9608463993414398,16713.70082141534,0.274088349943422,19.59941904750112
20935_thlaspi_arvense_1_NIH3D.stl,10955.964483300499,2.508467029520324,6193.689281150328,0.33965678458917586,31.377806715738046
20936_pteridium_aquilinum_NIH3D.stl,42908.71013059915,2.0684741950297267,20721.27744691346,0.2820632821583395,28.250452738832852
20937_tilia_cordata_NIH3D.stl,64705.97650900506,1.5486202708512165,33186.063180360055,0.27980390107189235,20.579070261469035
20938_trisetum_flavescens_NIH3D.stl,16421.43640888551,1.0347150904229707,9237.049371137246,0.30885684153481957,17.521102974644656
20939_senecio_vulgaris_NIH3D.stl,57849.84718767167,1.1018008203502123,30313.623066329143,0.3143879094336882,20.821897575199014
20940_ulmus_minor_NIH3D.stl,47792.07750008594,2.7757122263851937,28317.01258685878,0.24836406331476182,20.74132915015076
20941_vaccinium_vitis-idaea_NIH3D.stl,64016.90961920755,1.7010441022134641,37117.6732998499,0.25753802838862705,21.96151468418679
20942_valeriana_officinalis_NIH3D.stl,157536.94242711086,1.4641532655054248,85819.73525151645,0.3343358052536381,25.09438681535099
20943_veronica_agrestis_NIH3D.stl,73455.72649321707,1.1374021860499677,37063.560739004926,0.24689021416557014,22.932705227181113
20944_viola_tricolor_NIH3D.stl,364424.89739213145,1.5799871221015205,148336.45905899123,0.194100831367681,31.794353626115456
20945_wahlenbergia_hederacea_NIH3D.stl,22958.65890278933,1.1482376987123528,12207.306271758447,0.21214698502409673,21.54912726972883
20951_vitis_vinifera_NIH3D.stl,25178.92873880168,1.0674162339262812,12659.52721951481,0.2938437365348533,21.673375469032095
21089_bellis_perennis_NIH3D.stl,29752.739616591985,1.1182130531184384,14411.533905654363,0.4531419601902458,18.100812016436276
21103_malus_sylvestris_NIH3D.stl,17636.45375092457,1.589317979120572,9486.674903880954,0.41217565279369994,18.016070054762455
21104_pimpinella_saxifraga_NIH3D.stl,23381.926064213232,1.6456946547420817,10965.712811080517,0.4003606359228669,22.10064674209113
21105_picris_hieracioides_NIH3D.stl,26375.61750780673,1.1577778189064216,13505.55752385509,0.3597593607459673,18.482751060737645
21106_petasites_hybridus_NIH3D.stl,59374.16026725991,1.008981398814905,29445.102871900624,0.37389467211232047,21.935134432323512
21107_sanguisorba_minor_NIH3D.stl,53147.0660599635,1.1077952933035096,26948.970467540195,0.2663349978186874,21.26892905778941
21111_parietaria_judaica_NIH3D.stl,11532.38325501248,1.0160476387947832,6242.401518286257,0.2858451915168086,14.96193402762793
21112_lysimachia_nemorum_NIH3D.stl,15435.02348647904,1.0909328881951528,8077.733967660207,0.2905035099731471,16.576470189953728
21113_poa_nemoralis_NIH3D.stl,21874.188965480495,1.7217927515185933,11294.310421601584,0.28462448685597175,22.939871356535665
21114_phalaris_arundinacea_NIH3D.stl,50136.91354500311,1.152674364469178,27944.330888227458,0.29166750626338894,22.633135645947895
21115_quercus_ilex_NIH3D.stl,20546.193477417033,2.529868374180865,9316.849784158967,0.31249621248218923,21.981971719683294
21145_pinus_sp_NIH3D.stl,86252.02101293937,2.021487560333053,47130.287455590194,0.3730370064726596,27.934247056107797
21184_dioscorea_communis_NIH3D.stl,16364.931332607672,2.249632004749494,7769.030369832826,0.21631853732192183,15.006504955547792
21185_tamarix_anglica_NIH3D.stl,7864.481388938428,1.3763869716732267,3915.1351751421735,0.2644486380444202,12.87804809257908
21186_thesium_humifusum_NIH3D.stl,21018.638796954016,1.0573602919452225,9767.759525712598,0.25910464172888237,19.993166204045355
21187_torilis_nodosa_NIH3D.stl,13446.821508087734,1.8009700557428787,6683.1178627193585,0.3600685547082092,19.08362550152212
21188_tragopogon_pratensis_NIH3D.stl,74307.19460045386,1.4321741010158218,40498.96112877694,0.4020157024491291,24.64543830729237
21189_trichophorum_cespitosum_NIH3D.stl,46175.737539161964,1.4593156904578815,24827.898166746,0.28515665731576745,23.01861540403364
21190_triglochin_maritima_NIH3D.stl,9141.981992714616,2.0524713408803663,5578.032627644925,0.13811777009917633,17.47997430356824
21191_umbilicus_rupestris_NIH3D.stl,14210.856189000799,1.0669860594637617,6078.529412552516,0.3524231425469285,18.00021074101918
21251_danthonia_decumbens_NIH3D.stl,36961.65674862871,1.2309844894054345,18754.884417579746,0.24179706876472684,21.826399287952796
21252_Germinating%20lily%20pollen_NIH3D.stl,1270910.6322487714,4.085722571817101,587481.6126903653,0.23824970832242937,58.18881037037649
21253_salix_phylicifolia_NIH3D.stl,18021.03543313305,1.9667136907496219,8420.242807057373,0.270019919233437,21.13682294630102
21254_schoenus_nigricans_NIH3D.stl,65022.15861022854,1.4522745144352442,31619.52696495386,0.24196148616475124,26.1590053333265
21255_scleranthus_annuus_NIH3D.stl,10416.12275130316,1.2451249262575945,5885.664954558608,0.3745472391401198,19.02340134015126
21256_scleranthus_annuus_2_NIH3D.stl,31296.110162368568,1.6203014989217672,18255.54689780027,0.2596470829805305,22.059421506764718
21257_umbilicus_rupestris_NIH3D.stl,14210.856189000799,1.0669860594637617,6078.529412552516,0.3524231425469285,18.00021074101918
21258_selaginella_selaginoides_NIH3D.stl,120816.7514257472,3.160058482245343,66726.39140840078,0.5062830527509946,45.94536617382193
21264_solidago_virgaurea_NIH3D.stl,35304.932012274716,1.1172877119877616,17077.785542590533,0.39715840440144,23.250597048133965
21265_scrophularia_nodosa_NIH3D.stl,26386.727849075825,1.8068831074511653,12824.75920274883,0.2516962185927303,23.334333885425853
21266_sherardia_arvensis_NIH3D.stl,26118.31211901107,1.1142363348071682,13492.96442665291,0.24403035042433496,21.732016387387237
21267_secale_cereale_NIH3D.stl,106853.68731762507,1.5434563887405484,57011.61691588806,0.20315741535721762,27.031160910478796
21268_secale_cereale_2_NIH3D.stl,61003.87167065316,1.4801307840300193,25136.334286866106,0.4304243619658879,23.39479947412369
21269_rumex_acetosa_NIH3D.stl,12449.886241515644,1.9334816938991353,5547.5318395116265,0.4685878829545726,19.46194879604725
21270_sedum_acre_NIH3D.stl,19276.19467584889,1.542126093799942,9007.280560668276,0.33747075270456217,23.177686111449756
21271_silene_alba_NIH3D.stl,35794.88394220593,1.8580801594844523,18852.47697670165,0.21676482865573193,21.86176435011086
21279_sagittaria_sagittifolia_NIH3D.stl,16850.812188301654,1.9852002386951186,9957.307714015955,0.28374844707484725,22.101421435195967
21280_saxifraga_aizoides_NIH3D.stl,24151.779789607255,1.0537112267406432,11876.264263480058,0.2506254138983388,15.756804350110741
21282_sanicula_europea_NIH3D.stl,54643.31392133818,1.5818582894627107,22036.146465591846,0.3255883672623358,21.16235248524247
21285_saxifraga_stellaris_NIH3D.stl,8319.174342068996,2.0255874872554913,3690.1596830895146,0.36291515506858546,22.516479285347913
21375_phleum_pratense_NIH3D.stl,44603.653780812725,2.8884252279630944,27109.293995868546,0.3396322266312944,24.68354780162025
21376_festuca_rubra_2_NIH3D.stl,21281.25580097879,3.0136019157725005,10978.362155660974,0.3530050540790355,21.941667302841108
21377_festuca_rubra_1_NIH3D.stl,22744.212231140657,2.3023410433392155,14706.194724860934,0.26017856294201835,21.601713895985714
21378_eupatorium_cannabinum_1_NIH3D.stl,36243.743624581846,1.7336837861857215,20667.3178308106,0.3626617249318075,22.67585455467058
21379_eupatorium_cannabinum_2_NIH3D.stl,27964.743286226898,1.797300898186592,16308.95415960753,0.4176200178089081,22.786387202146976
21386_silaum_silaus_NIH3D.stl,25357.937497113304,1.5181289767253807,10723.557047201833,0.4618376338799356,22.115303194527392
21464_anthoxanthum_odoratum_NIH3D.stl,28140.701417352026,1.6784123529159607,11964.107950019044,0.42632981808782106,21.46296426685551
21465_saxifraga_stellaris_NIH3D.stl,8319.174342068996,2.0255874872554913,3690.1596830895146,0.36291515506858546,22.516479285347913
21466_hypochaeris_radicata_NIH3D.stl,33523.23191126425,1.178509154398678,17371.247059661717,0.3814991210282115,24.41283418093324
21467_anthoxanthum_odoratum_NIH3D.stl,28140.701417352026,1.6784123529159607,11964.107950019044,0.42632981808782106,21.46296426685551
21469_phegopteris_connectilis_NIH3D.stl,95267.66850148544,2.4720164953138233,37348.359188426344,0.42755426487762854,26.441355935090144
21470_phegopteris_connectilis_2_NIH3D.stl,117994.86978459364,3.234876186695774,54261.34936224727,0.33188584082778,35.82331342992514
21471_scorzoneroides_autumnalis_NIH3D.stl,48878.452359866074,1.1520440823651505,24254.483015534122,0.33540746249890285,19.583818055306242
21472_taraxacum_laevigatum_NIH3D.stl,47521.02110718341,1.0621383274307157,23408.875020177624,0.3442331319295621,22.873441116117498
21473_tripleurospermum_maritimum_NIH3D.stl,26791.1416104221,1.2080270178317947,13517.581912140773,0.4810378302433665,16.658801559954178
21531_bromus_hordeaceus_NIH3D.stl,72793.51583355281,1.4393817359114753,36634.628358901486,0.18617616936873124,21.587735985513348
21532_carex_flacca_NIH3D.stl,56863.32277986765,2.3559342093904823,29867.576319897275,0.25183318006685235,26.246822619637808
21534_tussilago_farfara_NIH3D.stl,56283.40471898889,1.6218750219025675,34090.18452744388,0.32602986119132304,21.476636299746747
21536_valerianella_locusta_NIH3D.stl,66956.26276465323,1.2984069956951767,34544.03101886553,0.4099178081430854,30.078939869343525
21537_verbascum_thapsus_NIH3D.stl,14983.804830334077,2.4261136194006703,7233.176568689795,0.35661751460662083,20.638931037742196
21538_viburnum_lantana_NIH3D.stl,35555.24277073231,1.7681504146242273,16718.574029167237,0.28843217102673735,22.208924445559692
21541_jacobaea_vulgaris_NIH3D.stl,33323.94471487562,1.5716821730812323,19033.151294512718,0.3670247825215778,24.350532719280665
21542_vaccinium_myrtillus_NIH3D.stl,98999.43740786202,1.0332939175759406,53100.51711221499,0.19061012247825804,23.695462788182052
21551_arrhenatherum_elatius_NIH3D.stl,32054.321993754755,1.7275759693642172,14272.795367452474,0.3928089182032311,20.56964478678308
21552_verbascum_nigrum_NIH3D.stl,18220.85538352425,1.2875802860657217,8228.192324273401,0.2788485764034508,22.200584017194807
21553_veronica_anagallis-aquatica_NIH3D.stl,22962.932346037167,1.1734795768767277,11435.417962892228,0.24235847142433858,17.088242903954427
21554_veronica_arvensis_NIH3D.stl,53072.710228389435,1.2155441143837615,24367.391976030856,0.20842654890741588,22.93717418049104
21555_juncus_inflexus_NIH3D.stl,53712.22492339914,1.2700214560680991,27442.63877103546,0.23672680118099282,21.766405674143524
21557_viola_hirta_NIH3D.stl,34412.636786320676,1.2434373308418591,17090.2887537809,0.2635023438149267,21.831735268242475
21583_valerianella_locusta_NIH3D.stl,66956.26276465323,1.2984069956951767,34544.03101886553,0.4099178081430854,30.078939869343525
21584_luzula_sylvatica_NIH3D.stl,32876.172454625885,2.3682111950789686,19881.88700447915,0.19932327408488687,21.194876019581585
21585_rumex_conglomeratus_NIH3D.stl,14655.943804898832,1.307320214111618,7635.0714273563,0.2632058687695517,19.121149163938668
21591_pastinaca_sativa_NIH3D.stl,29143.22746628278,1.4971129615602112,14393.581101888516,0.3225276630436308,22.838643626523883
21600_polytrichum_commune_NIH3D.stl,1174.6090220426288,1.2698210213926895,509.2050603222577,0.5438573204921069,8.59831409166648
21601_potentilla_erecta_NIH3D.stl,43044.66535644083,1.0827945572711801,19663.558952506253,0.2621444297778683,22.126878544471687
21602_pulicaria_dysenterica_NIH3D.stl,25516.618821488733,1.1142823536669653,12827.680510410406,0.2504607321647991,22.89608295868621
21603_pyrola_minor_NIH3D.stl,62452.38629891675,1.2929806655098344,28960.462672911748,0.3687883083680219,22.16662720693039
21611_malus_sylvestris_NIH3D.stl,17636.45375092457,1.589317979120572,9486.674903880954,0.41217565279369994,18.016070054762455
