file_name,num_vertices,num_faces,bounding_box,extents,surface_area,is_watertight,euler_number,volume,convexity_ratio,mean_edge_length,min_edge_length,max_edge_length,edge_length_std,normal_consistency,point_density,aspect_ratio,point_mean_x,point_mean_y,point_mean_z,point_std_x,point_std_y,point_std_z,point_x_skew,point_x_kurtosis,point_y_skew,point_y_kurtosis,point_z_skew,point_z_kurtosis
17785_calystegia_sepium-bindweed_NIH3D.stl,98563,197122,"[[-17.01989937 -22.61109924 -52.12400055]
 [ 57.86149979  53.05419922  19.18359947]]","[74.88139915466309, 75.66529846191406, 71.3076000213623]",17772.891225662974,True,2,205130.03435063592,0.9711621058978578,0.4966865114082479,0.02781987069693842,1.9590579914554302,0.1732667403343763,0.46883655807063646,0.24395369135637507,1.0611112762068318,19.698949445913357,15.791703768199143,-16.352304758207655,21.503715672793806,21.829384633761173,20.030974175620287,0.036249273663555494,-1.1912419407169965,0.010511777772006702,-1.1969003047734001,-0.02040300800524556,-1.1828365081219845
17786_Papaver%20-%20Welsh%20poppy_NIH3D.stl,80745,161426,"[[13.71940041 14.25409985  1.27520001]
 [46.70980072 47.48709869 34.02539825]]","[32.990400314331055, 33.232998847961426, 32.75019824504852]",4551.393589450933,False,33,,,0.2737607439136315,0.025374991519682602,1.0047040093976203,0.09905598346349757,0.4807280115966449,2.248767663908019,1.0147419139053881,30.70291650489749,31.214322006297216,19.02442051738427,8.632315815098526,8.5287652747769,8.927737631997337,-0.10449165069643206,-0.8852099623342693,-0.08326694402526721,-0.8990352337400291,-0.32203076607903713,-0.9899037141598965
17787_Iris%20pseudacorus%20-%20Yellow%20iris_NIH3D.stl,84823,171812,"[[ 27.52540016  29.34119987   2.38579988]
 [114.21399689 116.06999969  87.85359955]]","[86.68859672546387, 86.72879981994629, 85.4677996635437]",81158.25538979204,False,-822,,,1.1105879328727113,0.1809064744211658,4.565158121209825,0.4342807702129629,0.4970898423858636,0.13200360615346646,1.0147540964125283,68.18457142777552,72.93204921358844,45.231605854335506,19.83397602788978,20.16174392579135,18.931814431329517,0.19030119683997962,-0.6776729456324166,-0.09526560617314245,-0.879942073990092,-0.023003481591281776,-0.7178865996790385
17788_Ulex%20europaeus%20-%20Gorse_NIH3D.stl,87969,175934,"[[ 8.60972023 12.18529987  0.67985499]
 [38.04980087 42.23009872 27.42350006]]","[29.440080642700195, 30.044798851013184, 26.743645071983337]",2590.7465236811545,True,2,11330.416690202886,0.9701277686546115,0.20479723574358785,0.0380356924585941,0.7586860898489454,0.08192431461626931,0.48156126729341686,3.7187823336455197,1.1234369425014594,23.929482886745586,26.836449972950707,14.206145790954734,8.081454446759361,8.534489768026344,7.670665342330786,-0.05553109860073211,-1.2013440342507353,0.03091749159923062,-1.1831709037986484,-0.037611835088147194,-1.154889709398824
17789_Digitalis%20purpurea%20-%20Fox%20glove_NIH3D.stl,82151,164330,"[[18.15670013 18.90600014  1.07143998]
 [47.84740067 49.69459915 30.26259995]]","[29.69070053100586, 30.788599014282227, 29.191159963607788]",4701.595278469636,False,-11,,,0.2775104029915581,0.02241145300332563,1.0345352316987981,0.11384592313858456,0.49470577496500945,3.0785848615216946,1.0547233838143446,33.532511658100724,34.71798527762109,15.228057043979824,7.322405973884755,7.42723750338182,6.7138974639838045,-0.08505686702645557,-0.7717673724557552,-0.10659870137853968,-0.751916956481534,0.055444853168516356,-0.5102462598042932
17790_Sambucus%20nigra%20-%20Elder_NIH3D.stl,90801,181610,"[[ 7.29568005 12.12549973  1.07879996]
 [32.07490158 29.22599983 13.71800041]]","[24.779221534729004, 17.100500106811523, 12.639200448989868]",1638.3361440254466,True,-4,1956.5462807043396,0.8235686686665489,0.16693036924654633,0.0009027448033913701,0.817044765178014,0.08397736817052079,0.5163702439292991,16.954092954303633,1.9605054635168297,19.233984869236284,20.734898340796953,6.995100739266681,5.531182292857661,4.420063683123079,3.265930165045686,0.11745454496086784,-0.5334617676336082,0.026414169912746026,-0.9825511752119445,0.07626058849783135,-0.9972964465904108
17791_Camellia%20japonica%20-%20Camellia_NIH3D.stl,91529,183076,"[[ 7.64513016  9.39116955  0.115095  ]
 [57.36880112 63.67630005 44.80260086]]","[49.723670959472656, 54.28513050079346, 44.68750586360693]",13779.155784183675,False,-8,,,0.4488736499740078,0.06420453061650777,1.8599319272865078,0.1504894252597545,0.5022613559396097,0.7588021124635189,1.214771991672123,32.6434323900583,36.41089544817195,23.26204461800625,13.234751793592666,14.240990269429737,12.203702335093308,-0.01821702872112887,-1.1117304333538234,0.008176315729187698,-1.094554305399472,-0.08112278200614048,-1.2060120886372327
17792_Callistemon%20citrinus%20-%20Bottlebrush_NIH3D.stl,93588,187168,"[[16.32119942 16.57419968  2.31113005]
 [37.01100159 38.36640167 19.74790001]]","[20.689802169799805, 21.79220199584961, 17.43676996231079]",1965.4962269821708,True,4,1900.8182707533035,0.5075583785761861,0.16650963124259363,0.036580734464481166,0.663814920653239,0.06046352001022982,0.4962974440075227,11.904102958317353,1.2497843375208249,26.119525217030755,26.103597211684647,11.343375058998955,5.394456020631522,5.581136001205053,4.578336926866216,0.06752887733300608,-1.0759544054091774,0.17916547800812357,-1.0161841884756908,-0.08204245413694414,-1.0596674324430395
17793_Cordyline%20australis%20-%20Cabbage%20palm_NIH3D.stl,92076,183808,"[[15.43560028 12.24979973  1.49706995]
 [45.25899887 47.53590012 16.14959908]]","[29.82339859008789, 35.28610038757324, 14.652529120445251]",2694.8749416793025,True,172,6766.4224675495725,0.9526316015491453,0.19687157674075012,0.011671146432134138,0.7777656173026362,0.07444047944904666,0.5101464571727019,5.971357225517634,2.4081917938888213,30.504258114476432,28.289945970295733,9.526142429466931,7.474517756014968,8.452566425305953,4.130057357373145,-0.05483289436034774,-0.9638310540310369,0.2766264025725383,-0.6459341942317645,-0.14539234406954116,-1.0764569372823236
17794_Buddleja%20davidii%20-%20Butterfly%20bush_NIH3D.stl,82123,164210,"[[17.11370087 19.14970016  1.21990001]
 [46.14609909 50.31069946 28.12989998]]","[29.032398223876953, 31.160999298095703, 26.9099999666214]",2642.676968971827,True,18,11513.103924436176,0.9844652591866102,0.21001072415069652,0.011696220294164268,0.8006200630639937,0.08075590807088308,0.47515985628159063,3.3733143980331217,1.1579709898456765,31.587821796710568,35.348971436521595,14.604993580613126,7.954034512541469,8.809871977959094,7.60795895544865,-0.00859016305719661,-1.123343340200728,-0.06319042457081464,-1.1859026169322626,0.00022546268605349505,-1.2012312577406454
17795_Calluna_vulgaris%20-%20Heather_NIH3D.stl,96296,192576,"[[10.98009968 11.48130035  1.57125998]
 [45.72779846 44.68259811 33.51200104]]","[34.74769878387451, 33.201297760009766, 31.940741062164307]",7007.411580852478,False,9,,,0.3241062595683419,0.017810776188168266,1.3192258378480441,0.12208513152437304,0.5104582087072117,2.613257176853371,1.087880168974389,28.806629434798882,29.36431148482345,16.98947835310309,8.499667251440421,8.218981359530787,7.95041490428293,-0.06838861303526803,-0.9242694262683515,-0.11870475859998252,-0.8989563073352143,0.07746527378727744,-0.911948693016694
17796_Fuchsia%20magellanica%20-%20Hardy%20fuchsia_NIH3D.stl,96503,193010,"[[30.85880089 31.79840088  2.24782991]
 [93.65039825 96.82769775 47.33229828]]","[62.79159736633301, 65.029296875, 45.084468364715576]",17607.805956707933,True,-2,31612.307169095177,0.4307238474249429,0.49069066373882503,0.10795392792798313,1.7249765992568278,0.15746856933735798,0.5129526967514636,0.5242075505541113,1.4423880159557083,60.08751855894601,59.15853057636367,23.763672487098763,15.455049936099273,15.877017185917829,10.778886143603886,0.1636985921424836,-0.9851653745725111,0.2735971978132643,-0.8545541594710002,0.19385490548081918,-0.8574982670629443
17798_Solanum%20lycopersicum%20-%20Tomato_NIH3D.stl,97732,195444,"[[ 9.92368031 12.35719967  0.372666  ]
 [31.30960083 39.97169876 30.25740051]]","[21.385920524597168, 27.61449909210205, 29.884734511375427]",2229.809271792823,True,10,8901.608049962837,0.9688164879142143,0.18425399855879365,0.017843997150494166,0.7694137897053622,0.08244806191650521,0.5084985980638955,5.537608721203364,1.3974022991904085,20.868983647841524,25.75370561021679,14.40668602109752,6.49071617057343,7.4856292105729825,8.508058158963408,-0.05149809941041566,-1.2949083058386575,0.013512940176038686,-1.09678793652159,0.07863457552688115,-1.1477226419569313
17799_Cirsium%20vulgare%20-%20Common%20thistle_NIH3D.stl,92556,185088,"[[10.51259995  7.18329     0.105104  ]
 [50.03160095 47.35609818 39.9518013 ]]","[39.51900100708008, 40.1728081703186, 39.84669730067253]",4977.894387176086,True,12,27036.49108125854,0.835438107448853,0.28368958996365745,0.011465335837214468,1.3569319021953608,0.11635454123087859,0.5052461531811895,1.46310029600785,1.0165441217282136,30.668816285210085,26.728328720342937,20.081554522437266,10.892923438806074,10.738134863061303,10.93142064958474,-0.07594352688927851,-1.2261654431143365,0.08300117918444337,-1.2126181182127915,0.05329604828575721,-1.1917960777684558
17801_Clematis%20-%20Clematis_NIH3D.stl,236314,472616,"[[ 5.73239899  5.56800985  0.05059043]
 [26.17777061 25.89972305 21.44999695]]","[20.445371627807617, 20.33171319961548, 21.399406522512436]",1556.7269987427137,False,11,,,0.1012797991774316,0.0,0.40250499369583925,0.07306498617901445,0.5069760651353319,26.56554551679071,1.0525136919065508,15.750897339005835,15.659561041014882,11.032995743599047,5.559293167819192,5.524293289213806,5.926452586412685,0.050616753045536755,-1.064177752700496,0.10695599578860725,-1.0475395504372769,-0.09632214523744179,-1.0538927959569557
17802_Sorbus%20aria%20-%20Whitebeam_NIH3D.stl,96835,192560,"[[10.49339962 11.54119968  0.342406  ]
 [61.19340134 59.37519836 49.23410034]]","[50.70000171661377, 47.833998680114746, 48.89169433712959]",11279.108464934567,False,568,,,0.3970319195236934,0.034000291067699875,1.4999713778801536,0.14709497816300723,0.4931657665143332,0.8166812929677358,1.0599156063799964,35.421621213885416,35.59902911890383,27.960553942017793,12.608215689633559,11.965348393343655,13.171172160933029,0.0029891341339236023,-0.7832860331582876,-0.05904607999642241,-0.7407095097914218,-0.46392904395600393,-0.9022810103457886
17803_Leucanthemum%20vulgare%20-%20Ox-eye%20daisy_NIH3D.stl,99113,198226,"[[12.95079994 16.76779938  1.07457995]
 [48.93009949 51.40769958 34.3669014 ]]","[35.979299545288086, 34.63990020751953, 33.29232144355774]",3469.7443155305205,True,0,13778.890290966143,0.6972663393564177,0.22285607564733445,0.03138469311527053,0.7415564937619339,0.08680800491870448,0.4820154772835047,2.388675781172607,1.0807086434716102,31.134405434756417,34.29670547956748,18.328976013187415,8.987870979382212,8.590186422861096,8.615794875455672,-0.023252785194104956,-1.1443300756617278,-0.07579864082225818,-1.1714925400846565,-0.06677435601332171,-1.1623646477434286
17805_Campanula%20portenschlagiana%20-%20Wall%20bellflower_NIH3D.stl,91244,182368,"[[16.39940071 14.33240032  1.80288994]
 [54.52629852 54.27180099 39.38949966]]","[38.12689781188965, 39.9394006729126, 37.58660972118378]",5829.584127530609,True,60,29805.024133002993,0.978883248640688,0.29957992455159893,0.0028151974764213782,1.3346591321149708,0.12704863115550516,0.46722560975609756,1.5941829035148327,1.0625965195898686,35.56331983590689,33.93085174321293,19.570940426945874,10.760913726540311,10.906469608060029,10.301403063813613,-0.008660246529923931,-1.1865707486473207,0.07786478925232336,-1.0624585000488656,0.24477649512316857,-1.0404027917485998
17806_anthriscus_sylvestris-cow_parsley_NIH3D.stl,84729,169454,"[[22.89900017 24.04590034  2.30807996]
 [55.61600113 59.04650116 26.77729988]]","[32.71700096130371, 35.000600814819336, 24.46921992301941]",4393.068356666711,True,2,6900.1282932613785,0.5610853105928667,0.26244431870344287,0.055288024639960895,0.7606485899355625,0.0858554959746071,0.4853411545316133,3.023868982669071,1.430392996790737,39.21684745275309,41.3773171161299,14.830695770501498,8.290533053532442,9.284466744696312,6.4622035455630495,0.045138444468871275,-0.9591538175366332,0.041532747381153444,-1.0675758034032747,-0.044573930051139576,-1.0973445651414506
17810_Betula%20pendula%20-%20Silver%20birch_NIH3D.stl,191672,383348,"[[13.06088543  9.48128986  0.75606596]
 [37.01813889 32.72636414 21.26401901]]","[23.957253456115723, 23.24507427215576, 20.50795304775238]",2650.6628436321053,True,-2,2435.1356956424806,0.4279266211142584,0.14097559379655636,1.9073486328125e-06,0.45543667601724197,0.08059050166127085,0.5022068720848941,16.782953618615135,1.1681933053158309,24.217515999261558,20.52298514722341,11.497960392751702,6.188798783603614,6.044266336589421,5.677063356759591,0.05256134343523526,-1.0908131192404433,0.01895388563738427,-1.1130250964689923,-0.07872099144135536,-1.1140936200209446
17811_Chenopodium%20album%20-%20Goosefoot_NIH3D.stl,213002,426116,"[[4.94147873e+00 4.28299618e+00 6.30243123e-03]
 [2.85159035e+01 2.87839470e+01 2.39494514e+01]]","[23.574424743652344, 24.500950813293457, 23.943149015307426]",3179.7769696204377,True,-56,3340.098021782697,0.4538766640995847,0.14956753720023738,9.5367431640625e-07,0.45540328532337015,0.09083127021449927,0.5002299843235175,15.402044377829839,1.0393021708786592,16.661737923641446,16.331545328683507,11.959956139826426,6.244956361321185,6.504692912867988,6.565365088946114,-0.0032390430457740855,-1.117090714914264,0.059786333926670515,-1.089391920387272,-0.004962170349324445,-1.1897964878605694
17812_Prunus%20avium%20-%20Sweet%20cherry_NIH3D.stl,221167,442312,"[[11.9888773  15.28871059  0.10795502]
 [53.8844223  55.73292542 19.79893112]]","[41.89554500579834, 40.444214820861816, 19.690976098179817]",3894.9054898252216,False,13,,,0.15660205706701158,0.0,0.42992363779770326,0.0758133801914025,0.48840411293385666,6.628707095210039,2.127652016685504,32.778646557206095,33.47098485429092,9.72772738705118,11.007563495091219,10.89172775246778,6.5733214689897865,-0.02129200625668633,-1.1140858342970419,0.16091093620840433,-1.0639066319193973,0.0032220263520068293,-1.4531458656730767
17813_Rosmarinus%20officinalis%20-%20Rosemary_NIH3D.stl,230759,461476,"[[11.62366009 15.75151062  0.1748978 ]
 [59.63152695 53.48970413 22.99456978]]","[48.007866859436035, 37.73819351196289, 22.819671973586082]",4314.8554134747465,False,23,,,0.1593642745285355,0.0,0.43400316550323154,0.07294137054105265,0.4927840234378386,5.5815617599447735,2.103793030636262,35.72010380199875,34.94570753701029,11.69623853764948,12.915043906802621,10.297154706868431,7.071507623464393,0.044442060830344764,-1.029824414525894,-0.02147914160542871,-1.0755697904913282,-0.03840762273832849,-1.397551477774582
17814_Calendula%20officinalis%20-%20Marigold_NIH3D.stl,273178,546344,"[[17.05025291 12.34838581  0.73338473]
 [56.66796112 49.68579102 41.45904541]]","[39.61770820617676, 37.33740520477295, 40.72566068172455]",5950.986612520158,False,10,,,0.17954110860949207,0.0,0.43402409821482524,0.09794198531318625,0.5026265503053021,4.53465342827333,1.0907469455461374,36.7133995625832,31.656759891870987,22.01679917686974,10.187798699963928,9.973174954198653,11.021574341055105,0.04614957805641626,-1.0918373046146208,-0.15247916295287248,-1.1361476195499443,-0.1642580935274861,-1.1886636739669123
17815_Cytisus%20scoparius%20-%20Broom_NIH3D.stl,273034,546264,"[[ 9.54236317 12.76611805  0.0514628 ]
 [33.13935471 34.72143936 20.04092407]]","[23.596991539001465, 21.955321311950684, 19.98946127295494]",3061.831224530811,False,-88,,,0.13064494471936158,0.0,0.4112574239457997,0.08323972000403282,0.49482667721101886,26.36447986473767,1.1804716103543715,21.45004319050388,23.70041019849939,9.766523884187325,5.850253361964295,5.264163746738351,5.0742448826120565,-0.009315200346200763,-0.9013482246330251,0.044648315277419415,-0.6993653836433977,-0.09285335111668513,-0.7590090495970765
17816_Trifolium%20repens%20-%20White%20clover_NIH3D.stl,299865,599620,"[[ 8.67860317  4.82092905  1.20816076]
 [30.38117409 28.3010788  18.57367516]]","[21.702570915222168, 23.480149745941162, 17.365514397621155]",2204.938828465564,False,63,,,0.10438781481028836,0.0,0.4182313705489601,0.06813056929572289,0.5084169974317068,33.88645044205591,1.3521136897135413,19.53648877640912,17.341754481494203,10.800308021660951,5.432291539901755,5.813379586994826,4.985090066502825,-0.0515534705922184,-0.8125061540036733,-0.22470884957127357,-0.8316066451433466,-0.3894047159757739,-0.9395558792936036
17817_Ranunculus%20repens%20-%20Buttercup_NIH3D.stl,308570,617188,"[[1.05013571e+01 1.02580013e+01 3.59495282e-02]
 [3.67201653e+01 3.82925224e+01 2.75647259e+01]]","[26.2188081741333, 28.034521102905273, 27.528776347637177]",3696.913697303669,True,-24,8932.694042087862,0.82994289177431,0.1337511922078944,1.9073486328125e-06,0.4137636353487282,0.08132265537009795,0.49493023195525515,15.249679111760548,1.0692523060816814,23.69220440506249,24.37715770937729,15.931049897063106,6.661023002891337,6.850872062522336,7.056276645844441,-0.059742408554894454,-0.903959178278408,-0.07507009053646113,-0.8400742969772073,-0.49024005805502896,-0.7126713794511379
17818_Bellis%20perennis%20-%20Common%20daisy_NIH3D.stl,311656,623308,"[[ 3.24504781  3.22570682  0.56230688]
 [34.52493668 36.87967682 31.94266701]]","[31.27988886833191, 33.65397000312805, 31.38036012649536]",4133.781323440558,False,7,,,0.14348937473051093,0.0,0.41979277132382764,0.09161511953523925,0.510370474949784,9.434438641387244,1.075898004139001,18.47436331091314,20.123963229534937,16.57528964017589,7.286571697880809,7.51920942286189,6.9476899991084045,0.1287392471109371,-1.0718880800448685,-0.019118483150852798,-0.9649301628313762,-0.08798967612895929,-0.9535025043298688
17819_brassica_napus_NIH3D.stl,154673,309394,"[[12.50279999 15.25419998  0.486265  ]
 [37.87350082 40.66320038 26.76609993]]","[25.37070083618164, 25.409000396728516, 26.279834926128387]",2345.5522881473676,False,-20,,,0.15948975454101952,0.0,0.9483680154083757,0.09169168973376109,0.5045993134967065,9.13002216497041,1.0358340156157695,25.133301222417604,27.81756741719092,14.490777088096616,7.2558750749108425,7.15255711797142,7.376375476439494,-0.017399900588279255,-1.1816259960590338,-0.005010448419655826,-1.1302775442590998,-0.14725624914810692,-1.1914244659735027
17820_Prunus%20avium%20-%20Sweet%20cherry_NIH3D.stl,221167,442312,"[[11.9888773  15.28871059  0.10795502]
 [53.8844223  55.73292542 19.79893112]]","[41.89554500579834, 40.444214820861816, 19.690976098179817]",3894.9054898252216,False,13,,,0.15660205706701158,0.0,0.42992363779770326,0.0758133801914025,0.48840411293385666,6.628707095210039,2.127652016685504,32.63031594100258,33.21793870947638,9.951488957392055,10.905200167526722,11.125191872269285,6.50332067788121,0.03853564882546337,-1.122581990067797,0.1900962883641047,-1.137727083010855,-0.01562584808372233,-1.45174526001099
17821_Allium%20ursinum%20-%20Wild%20garlic_NIH3D.stl,350461,701092,"[[ 5.72409105 13.45768166  0.90562338]
 [38.29190445 36.17939377 22.5513916 ]]","[32.56781339645386, 22.721712112426758, 21.645768225193024]",4189.41559676236,False,-83,,,0.1319176027350616,0.0,0.4138889803135059,0.07806152608728278,0.49728281024458987,21.879482110774564,1.5045810828995623,22.590458100471857,24.88592238619217,11.687674513466856,7.882099735366273,5.55057072356538,5.038926616858412,-0.11345324161456338,-0.9155765297796363,-0.03642788696791398,-0.8708597245685779,-0.09472748099157524,-0.7119450928118809
17822_Prunus%20serrulata%20-%20Cherry%20blossom_NIH3D.stl,369388,738828,"[[ 4.61024332e+00  1.95871181e+01 -5.35137057e-02]
 [ 5.80100021e+01  4.75964012e+01  2.98263645e+01]]","[53.39975881576538, 28.0092830657959, 29.879878222942352]",7583.092653588439,True,-26,18359.85786517295,0.8475496184848916,0.17063260825672266,1.430511474609375e-06,0.4472133784539255,0.08853560063793646,0.4953277352780349,8.2653770779586,1.9065021653830039,31.5891265223909,33.29005432077512,15.473964169672309,11.959149997996928,6.707106502344582,7.256526030019766,-0.005092014257444571,-0.7468737627878319,0.09059798419741105,-0.8126764672282101,-0.14022041541547972,-0.7143508737639879
17823_Typhya%20latifolia%20-%20Common%20bulrush_NIH3D.stl,388325,775388,"[[ 8.25033092  6.62464952  0.99425358]
 [39.8440094  40.54172516 22.70956612]]","[31.59367847442627, 33.917075634002686, 21.71531254053116]",4845.1066608355595,False,633,,,0.1379699112501816,0.0,0.4195435640497467,0.08779099033842716,0.4903815896041724,16.688245215010152,1.561896729356172,25.39483807161107,24.04114320036998,13.37300887938828,8.099690460017536,8.482424806645987,5.76202178255275,-0.1997452314920038,-1.0637999325490253,-0.1064005002949133,-0.9943959380476763,-0.439936474088104,-0.781599756243677
17824_Lamium%20galeobdolon%20-%20Yellow%20archangel_NIH3D.stl,400725,801568,"[[ 2.28198743  2.89070296  0.89875764]
 [19.16043854 23.60951233 14.88649654]]","[16.878451108932495, 20.718809366226196, 13.987738907337189]",1802.0250543291243,False,-57,,,0.08580672917949833,0.0,0.398826894677927,0.06928028130887183,0.4954476725617789,81.92218663146538,1.481212189009209,11.044765094576164,13.393048802746813,8.14278022077179,3.695020450838354,5.474658799193513,3.607788521794937,-0.06360321951800024,-0.6258639691932388,-0.05872221451580084,-1.042012496579578,0.07993667025620095,-1.0684926307048026
